,ActualWarrenty,CompanyWarranty,ContactForce,Cracks,CurrentFlow,DateTime,DeviceCategory,DeviceSpeed,DynamicAcceleration,EnvTemperature,HeatGenerated,Humidity,ImpactAcceleration,LateralAcceleration,Latitude,Longitude,Noofdevices,RepairedNo,Strain,StructureDistortion,StructureMovement,TransverseDeformation,UsagePerDay,VerticalContactForce,VerticalDisplacement,Vibration:,Voltage,WindSpeed,category
897,44,1,5166,1,16,2017-06-05,Measuring Tools,1617,205,39,71,65,14,147,82,1,38,4,3,0,10,5,23,1380,19,139,259,35,Power Tools
898,31,1,6263,0,16,2017-06-05,Cordless Power Tools,1682,167,50,41,43,18,123,52,171,14,3,1,7,0,3,19,1995,7,64,205,37,Power Tools
899,42,1,8049,1,16,2017-06-05,Fastening Systems,1219,3,59,61,69,1,24,71,166,52,1,3,8,9,8,23,1105,45,98,161,29,Power Tools
900,50,1,8192,1,16,2017-06-06,Diamond Tools,1422,91,24,52,85,2,165,13,44,50,3,3,4,8,9,7,1330,12,25,157,8,Power Tools
901,37,1,8671,1,16,2017-06-06,Drilling and Demolition Tools,748,177,26,42,81,26,174,76,105,41,1,3,3,6,0,20,1180,18,203,162,16,Power Tools
902,45,1,7152,0,16,2017-06-06,Measuring Tools,1562,195,43,85,40,22,155,2,174,18,0,8,6,9,5,21,1686,11,167,165,44,Power Tools
903,43,1,5055,1,16,2017-06-06,Cordless Power Tools,1043,2,33,90,98,10,167,18,78,26,5,8,4,0,5,0,1306,12,44,178,31,Power Tools
904,6,1,1283,0,16,2017-06-06,Fastening Systems,621,162,58,44,32,28,39,23,83,33,1,5,1,8,3,7,1605,40,59,214,26,Power Tools
905,50,1,6543,0,16,2017-06-07,Diamond Tools,523,18,50,73,73,7,249,88,88,36,5,7,6,4,9,24,1321,15,109,246,45,Power Tools
906,3,1,5551,0,16,2017-06-07,Drilling and Demolition Tools,1910,83,22,46,74,19,180,55,133,36,3,4,8,9,9,6,1745,23,73,216,21,Power Tools
907,25,1,7156,0,16,2017-06-07,Measuring Tools,634,65,53,71,64,29,24,34,85,39,3,9,0,10,4,7,1694,37,89,225,48,Power Tools
908,8,1,9008,1,16,2017-06-07,Cordless Power Tools,1400,174,32,59,39,13,212,55,122,37,0,8,7,10,5,6,1399,6,195,270,20,Power Tools
909,38,1,3297,1,16,2017-06-07,Fastening Systems,994,81,58,57,69,10,107,52,64,46,2,0,7,1,8,0,1558,24,198,187,47,Power Tools
910,26,1,9098,1,16,2017-06-08,Diamond Tools,1364,123,38,64,36,22,61,70,27,13,2,2,3,3,4,17,1355,30,156,202,31,Power Tools
911,27,1,4051,1,16,2017-06-08,Drilling and Demolition Tools,1922,95,48,83,35,13,40,67,75,13,3,10,7,2,5,20,1361,3,201,189,8,Power Tools
912,46,1,7391,1,16,2017-06-08,Measuring Tools,1283,112,41,81,64,12,189,6,27,22,3,5,6,5,1,0,1432,36,98,154,48,Power Tools
913,40,1,2401,1,16,2017-06-08,Cordless Power Tools,1826,133,49,94,72,10,39,37,135,22,1,10,2,4,1,12,1986,0,88,156,48,Power Tools
914,43,1,1549,0,16,2017-06-08,Fastening Systems,1539,229,38,68,31,6,208,14,19,12,2,4,1,7,1,23,1223,41,143,270,38,Power Tools
915,46,1,8618,1,16,2017-06-09,Diamond Tools,1358,33,46,46,64,10,248,3,41,58,0,3,3,3,1,13,1644,34,184,160,39,Power Tools
916,45,1,5344,1,16,2017-06-09,Drilling and Demolition Tools,1252,47,23,91,75,14,52,7,139,26,4,8,4,3,3,14,1265,47,176,241,33,Power Tools
917,13,1,3156,0,16,2017-06-09,Measuring Tools,1251,108,44,97,71,27,90,65,172,4,3,10,1,7,3,18,1203,3,178,179,31,Power Tools
918,32,1,5204,1,16,2017-06-09,Cordless Power Tools,1601,163,47,98,34,30,226,9,143,54,1,8,9,5,7,13,1392,7,24,213,22,Power Tools
919,40,1,6962,0,16,2017-06-09,Fastening Systems,658,189,33,83,45,11,123,69,101,60,5,4,1,1,9,19,1202,26,17,203,7,Power Tools
920,36,1,1579,1,16,2017-06-10,Diamond Tools,1825,46,24,77,45,24,49,75,78,27,0,2,10,5,5,15,1048,1,122,251,2,Power Tools
921,20,1,8169,0,16,2017-06-10,Drilling and Demolition Tools,1452,149,25,74,86,1,194,58,175,30,5,9,2,1,0,10,1693,9,89,185,11,Power Tools
922,35,1,8786,1,16,2017-06-10,Measuring Tools,1839,61,58,45,67,27,204,15,157,35,4,1,0,1,8,11,1063,10,111,182,21,Power Tools
923,48,1,5358,1,16,2017-06-10,Cordless Power Tools,1401,74,47,95,30,13,10,90,66,6,5,10,8,0,2,23,1383,38,100,248,18,Power Tools
924,19,1,6758,0,16,2017-06-10,Fastening Systems,1369,12,41,69,82,26,120,59,146,19,1,7,6,5,7,5,1194,38,148,234,22,Power Tools
925,1,1,3745,0,16,2017-06-11,Diamond Tools,1465,226,30,87,32,13,74,18,138,58,2,6,1,9,9,5,1405,3,17,171,32,Power Tools
926,33,1,9346,0,16,2017-06-11,Drilling and Demolition Tools,1096,194,21,68,79,16,156,82,50,44,1,4,5,1,10,1,1248,40,85,202,24,Power Tools
927,37,1,9739,1,16,2017-06-11,Measuring Tools,1322,248,56,63,57,24,145,40,110,18,2,10,10,7,6,0,1602,20,100,251,31,Power Tools
928,48,1,8996,1,16,2017-06-11,Cordless Power Tools,719,171,47,77,59,29,87,11,97,33,5,1,10,1,4,9,1734,29,131,269,20,Power Tools
929,9,1,7690,1,16,2017-06-11,Fastening Systems,1832,192,31,83,63,4,39,85,41,21,1,9,3,6,9,24,1138,27,229,150,12,Power Tools
930,14,1,1190,0,16,2017-06-12,Diamond Tools,1887,162,33,79,100,22,46,35,9,35,0,6,5,0,10,18,1323,21,47,167,32,Power Tools
931,40,1,5507,1,16,2017-06-12,Drilling and Demolition Tools,740,207,36,74,59,13,139,26,173,4,5,7,8,9,10,20,1792,24,4,157,47,Power Tools
932,6,1,6291,0,16,2017-06-12,Measuring Tools,1884,211,43,55,81,11,130,57,165,5,2,9,2,3,4,21,1246,35,31,214,27,Power Tools
933,42,1,8573,1,16,2017-06-12,Cordless Power Tools,1386,96,27,99,40,23,93,64,51,56,3,7,2,0,1,11,1665,32,48,209,32,Power Tools
934,42,1,9150,0,16,2017-06-12,Fastening Systems,838,138,32,92,96,5,78,39,22,13,1,9,5,9,0,16,1268,16,235,229,0,Power Tools
935,40,1,1124,0,16,2017-06-13,Diamond Tools,1440,39,41,94,76,21,173,79,57,19,4,9,0,1,5,21,1799,34,199,239,16,Power Tools
936,37,1,3340,1,16,2017-06-13,Drilling and Demolition Tools,1914,26,55,82,46,30,196,49,27,60,3,8,9,7,0,9,1197,17,154,162,2,Power Tools
937,42,1,9367,0,16,2017-06-13,Measuring Tools,800,5,22,98,51,17,249,36,145,17,5,2,10,3,10,22,1151,20,94,217,32,Power Tools
938,41,1,3096,1,16,2017-06-13,Cordless Power Tools,862,202,51,41,69,15,246,22,12,30,1,6,0,0,9,15,1112,33,59,255,44,Power Tools
939,29,1,1243,0,16,2017-06-13,Fastening Systems,1966,68,52,84,37,27,130,58,168,7,2,3,4,10,5,7,1457,21,240,237,20,Power Tools
940,13,1,4208,0,16,2017-06-14,Diamond Tools,854,202,43,75,92,30,94,2,144,21,2,1,7,1,6,10,1124,22,225,252,4,Power Tools
941,22,1,1878,1,16,2017-06-14,Drilling and Demolition Tools,1981,90,32,72,32,26,76,88,5,33,5,9,2,0,4,20,1446,5,119,245,4,Power Tools
942,52,1,8187,1,16,2017-06-14,Measuring Tools,679,42,59,70,90,22,37,31,20,53,2,4,2,7,2,13,1764,48,199,256,31,Power Tools
943,21,1,1630,1,16,2017-06-14,Cordless Power Tools,592,203,41,62,90,4,64,77,71,39,0,3,9,8,10,13,1985,12,73,181,50,Power Tools
944,14,1,1037,1,16,2017-06-14,Fastening Systems,1308,78,50,72,40,7,15,59,104,53,1,2,4,10,1,10,1700,22,155,246,31,Power Tools
945,13,1,3956,1,16,2017-06-15,Diamond Tools,1186,232,42,56,59,3,135,5,18,53,0,3,6,0,3,3,1460,47,26,223,8,Power Tools
946,32,1,3791,0,16,2017-06-15,Drilling and Demolition Tools,1480,231,56,69,53,4,170,25,65,58,1,5,8,10,8,21,1603,47,226,183,42,Power Tools
947,47,1,3655,1,16,2017-06-15,Measuring Tools,1698,29,44,54,75,22,154,28,29,45,2,4,5,3,8,19,1098,38,239,167,16,Power Tools
948,24,1,7697,0,16,2017-06-15,Cordless Power Tools,1639,4,35,67,66,30,88,5,113,36,4,7,9,4,5,17,1099,43,104,160,41,Power Tools
949,44,1,7768,0,16,2017-06-15,Fastening Systems,886,43,36,75,70,30,250,6,9,7,2,0,9,0,6,6,1751,42,5,212,13,Power Tools
950,38,1,9675,0,16,2017-06-16,Diamond Tools,955,82,47,57,58,10,217,45,118,51,4,9,7,4,1,22,1732,21,76,205,16,Power Tools
951,20,1,5124,1,16,2017-06-16,Drilling and Demolition Tools,1851,216,23,74,62,18,175,75,173,48,0,1,2,3,0,5,1972,29,175,221,34,Power Tools
952,45,1,4645,1,16,2017-06-16,Measuring Tools,1786,12,30,79,72,13,156,41,43,40,5,4,0,6,2,19,1962,42,36,239,30,Power Tools
953,44,1,2764,0,16,2017-06-16,Cordless Power Tools,1112,45,34,97,35,11,192,34,88,34,4,5,3,0,10,12,1559,41,46,213,0,Power Tools
954,40,1,2566,1,16,2017-06-16,Fastening Systems,1953,43,35,56,44,6,62,31,76,19,2,9,2,7,2,8,1626,12,85,228,0,Power Tools
955,42,1,4262,0,16,2017-06-17,Diamond Tools,1919,106,28,57,47,21,15,11,23,3,1,3,7,3,8,18,1397,6,161,201,25,Power Tools
956,2,1,2632,0,16,2017-06-17,Drilling and Demolition Tools,652,84,30,54,94,7,222,65,28,45,1,1,1,0,8,7,1199,2,183,244,44,Power Tools
957,36,1,4823,0,16,2017-06-17,Measuring Tools,1633,96,60,59,100,25,131,41,94,37,3,5,7,10,7,19,1566,24,217,191,27,Power Tools
958,52,1,8182,0,16,2017-06-17,Cordless Power Tools,1939,220,38,73,51,26,26,6,112,47,2,8,4,3,10,5,1899,27,222,257,47,Power Tools
959,4,1,4552,0,16,2017-06-17,Fastening Systems,979,52,48,60,58,25,7,25,130,35,0,7,6,3,9,11,1885,13,55,225,22,Power Tools
960,35,1,2583,1,16,2017-06-18,Diamond Tools,1042,158,20,40,32,1,219,8,114,58,0,4,7,7,10,19,1328,39,181,152,18,Power Tools
961,27,1,8090,0,16,2017-06-18,Drilling and Demolition Tools,653,154,51,55,97,9,138,3,5,2,4,9,0,10,4,22,1205,38,33,172,6,Power Tools
962,7,1,8289,0,16,2017-06-18,Measuring Tools,823,159,31,49,85,9,74,83,66,21,0,5,2,10,1,4,1474,15,91,226,40,Power Tools
963,33,1,7241,0,16,2017-06-18,Cordless Power Tools,1830,99,47,82,81,27,17,0,139,8,1,9,3,3,3,2,1342,48,213,240,19,Power Tools
964,18,1,4280,0,16,2017-06-18,Fastening Systems,1875,167,30,69,83,28,224,85,13,18,3,9,0,0,3,23,1376,36,47,156,26,Power Tools
965,44,1,8257,0,16,2017-06-19,Diamond Tools,987,202,27,88,51,3,207,82,11,18,2,9,7,9,10,12,1879,34,157,205,37,Power Tools
966,24,1,3831,1,16,2017-06-19,Drilling and Demolition Tools,1026,174,31,88,32,17,187,9,178,28,1,3,2,2,9,18,1660,7,203,186,14,Power Tools
967,32,1,5241,1,16,2017-06-19,Measuring Tools,697,64,45,74,39,8,36,32,18,59,4,10,0,5,10,3,1073,8,195,200,35,Power Tools
968,49,1,5357,1,16,2017-06-19,Cordless Power Tools,1171,242,42,99,86,22,18,73,56,24,5,8,8,1,1,1,1944,13,167,233,2,Power Tools
969,15,1,8527,0,16,2017-06-19,Fastening Systems,1797,219,51,98,41,30,199,34,129,46,2,10,4,2,5,1,1813,13,99,260,28,Power Tools
970,21,1,6275,1,16,2017-06-20,Diamond Tools,1391,42,43,72,81,13,1,30,87,31,2,5,4,10,6,5,1384,10,156,252,38,Power Tools
971,32,1,4073,0,16,2017-06-20,Drilling and Demolition Tools,1814,204,48,54,96,22,225,63,53,49,0,8,1,9,9,5,1136,26,198,150,33,Power Tools
972,29,1,8324,1,16,2017-06-20,Measuring Tools,1050,3,51,92,57,0,190,58,66,8,1,5,10,5,1,4,1663,1,115,229,47,Power Tools
973,10,1,6571,0,16,2017-06-20,Cordless Power Tools,923,97,55,40,65,4,191,42,123,31,3,9,9,4,1,15,1496,42,53,257,37,Power Tools
974,22,1,4652,0,16,2017-06-20,Fastening Systems,1292,179,59,86,32,13,237,4,171,13,2,6,0,9,3,18,1822,19,82,157,46,Power Tools
975,39,1,2238,0,16,2017-06-21,Diamond Tools,1986,127,59,81,87,5,44,21,20,44,5,3,0,7,2,21,1238,0,31,256,39,Power Tools
976,46,1,1453,0,16,2017-06-21,Drilling and Demolition Tools,1547,60,54,49,46,10,72,58,47,38,2,1,8,8,4,3,1158,31,83,184,6,Power Tools
977,25,1,6257,0,16,2017-06-21,Measuring Tools,641,89,24,84,47,30,109,40,85,13,0,2,1,0,6,8,1524,45,189,251,9,Power Tools
978,1,1,9725,0,16,2017-06-21,Cordless Power Tools,914,159,37,80,91,7,1,8,106,35,5,6,6,4,4,24,1363,21,98,219,2,Power Tools
979,12,1,6806,0,16,2017-06-21,Fastening Systems,1882,69,58,94,59,25,150,62,154,47,0,9,2,1,1,19,1906,17,0,199,35,Power Tools
980,51,1,5639,0,16,2017-06-22,Diamond Tools,705,81,50,69,48,29,123,27,40,6,1,1,7,1,1,11,1922,49,221,212,18,Power Tools
981,42,1,5222,1,16,2017-06-22,Drilling and Demolition Tools,829,183,32,71,86,21,164,45,96,47,3,4,3,7,7,16,1524,26,112,150,1,Power Tools
982,8,1,6756,0,16,2017-06-22,Measuring Tools,1322,79,49,99,60,7,70,13,125,59,4,10,6,0,4,12,1068,22,51,164,27,Power Tools
983,51,1,1227,1,16,2017-06-22,Cordless Power Tools,544,103,32,77,45,22,35,58,127,16,4,0,3,9,3,0,1294,24,106,262,24,Power Tools
984,11,1,1141,0,16,2017-06-22,Fastening Systems,1024,134,26,80,97,0,45,15,139,15,5,6,10,1,5,5,1654,18,91,150,49,Power Tools
985,6,1,6168,0,16,2017-06-23,Diamond Tools,586,45,21,91,42,5,128,29,63,16,0,8,9,10,7,18,1517,13,249,201,31,Power Tools
986,21,1,3865,1,16,2017-06-23,Drilling and Demolition Tools,1007,76,33,54,85,27,186,80,49,14,5,9,7,3,2,7,1537,44,176,183,7,Power Tools
987,5,1,1236,1,16,2017-06-23,Measuring Tools,1740,207,39,69,98,10,72,51,85,10,1,4,9,3,5,16,1021,33,106,250,23,Power Tools
988,8,1,5078,1,16,2017-06-23,Cordless Power Tools,1809,221,39,82,78,5,66,75,179,56,0,3,7,3,9,6,1819,0,51,230,41,Power Tools
989,9,1,8048,1,16,2017-06-23,Fastening Systems,1825,176,24,59,85,2,198,68,50,60,0,7,3,9,1,17,1647,41,192,209,20,Power Tools
990,2,1,4195,1,16,2017-06-24,Diamond Tools,753,218,59,100,36,0,76,7,144,49,5,8,2,7,6,6,1668,1,239,221,25,Power Tools
991,45,1,7242,0,16,2017-06-24,Drilling and Demolition Tools,606,155,28,92,75,9,104,84,127,59,0,9,1,1,6,5,1994,43,248,200,31,Power Tools
992,20,1,2464,0,16,2017-06-24,Measuring Tools,1930,48,54,69,96,14,66,50,71,55,0,4,4,8,3,22,1045,38,47,166,24,Power Tools
993,45,1,8285,0,16,2017-06-24,Cordless Power Tools,961,156,35,65,66,26,134,17,101,5,2,7,10,5,2,20,1635,17,89,165,10,Power Tools
994,36,1,1215,0,16,2017-06-24,Fastening Systems,1218,218,36,93,51,2,138,16,92,50,1,9,7,2,5,6,1195,49,138,193,18,Power Tools
995,21,1,5215,1,16,2017-06-25,Diamond Tools,546,196,48,77,59,13,159,30,49,6,4,6,6,8,0,11,1146,31,12,264,33,Power Tools
996,27,1,1330,0,16,2017-06-25,Drilling and Demolition Tools,787,190,24,42,43,6,120,52,152,40,4,0,8,4,2,3,1325,18,135,167,7,Power Tools
997,37,1,8808,0,16,2017-06-25,Measuring Tools,1261,182,26,66,53,1,141,20,109,51,0,4,4,2,6,6,1876,26,246,173,49,Power Tools
998,8,1,7068,0,16,2017-06-25,Cordless Power Tools,1829,221,44,56,65,3,83,34,43,3,4,3,1,2,3,3,1230,11,168,249,34,Power Tools
999,42,1,4492,1,16,2017-06-25,Fastening Systems,1569,171,50,53,88,21,195,41,47,49,2,4,5,2,2,24,1618,19,187,167,38,Power Tools
1000,8,1,8675,0,16,2017-06-26,Diamond Tools,1463,20,40,47,97,2,30,64,72,20,2,5,4,7,0,6,1589,48,45,247,35,Power Tools
1001,33,1,6549,0,16,2017-06-26,Drilling and Demolition Tools,1985,155,41,65,47,4,158,7,3,8,2,9,7,5,2,7,1860,7,81,218,39,Power Tools
1002,29,1,1346,0,16,2017-06-26,Measuring Tools,1343,130,40,95,59,3,230,30,115,30,2,2,4,2,2,19,1649,22,217,269,0,Power Tools
1003,17,1,5837,1,16,2017-06-26,Cordless Power Tools,501,100,42,98,87,17,14,71,138,37,5,8,3,8,5,0,1588,29,142,159,50,Power Tools
1004,26,1,1280,1,16,2017-06-26,Fastening Systems,1202,208,56,100,41,7,246,48,69,49,1,7,8,6,4,9,1443,5,6,203,29,Power Tools
1005,19,1,8272,0,16,2017-06-27,Diamond Tools,1085,3,29,52,91,8,144,74,115,33,0,6,6,1,1,23,1868,0,101,164,4,Power Tools
1006,18,1,7857,1,16,2017-06-27,Drilling and Demolition Tools,1984,163,40,59,87,2,143,30,179,47,0,3,3,5,2,13,1967,7,135,269,13,Power Tools
1007,11,1,4712,0,16,2017-06-27,Measuring Tools,794,84,52,84,41,18,9,39,16,40,0,3,10,5,0,14,1654,43,167,219,18,Power Tools
1008,22,1,5562,0,16,2017-06-27,Cordless Power Tools,765,185,53,40,50,22,178,26,66,24,2,1,10,8,1,23,1029,1,20,257,8,Power Tools
1009,45,1,2305,0,16,2017-06-27,Fastening Systems,1797,223,41,99,58,22,250,20,74,2,1,6,9,6,8,5,1942,9,33,248,33,Power Tools
1010,10,1,6157,0,16,2017-06-28,Diamond Tools,1185,19,46,95,76,10,43,29,66,31,3,5,0,2,3,19,1340,21,196,164,45,Power Tools
1011,35,1,7569,0,16,2017-06-28,Drilling and Demolition Tools,1700,99,59,69,87,25,62,55,63,16,1,0,4,8,3,18,1671,37,3,150,45,Power Tools
1012,42,1,8771,0,16,2017-06-28,Measuring Tools,1570,224,36,92,86,7,221,46,140,36,4,6,4,9,4,0,1487,38,82,202,5,Power Tools
1013,3,1,9288,1,16,2017-06-28,Cordless Power Tools,1953,124,37,68,41,24,41,64,102,55,3,4,6,1,0,19,1591,42,14,230,21,Power Tools
1014,48,1,7812,1,16,2017-06-28,Fastening Systems,1977,6,26,94,47,9,188,27,7,36,3,9,7,3,7,1,1770,10,246,167,34,Power Tools
1015,9,1,7876,1,16,2017-06-29,Diamond Tools,645,42,56,44,68,28,1,37,123,9,1,7,7,10,10,5,1389,5,123,169,39,Power Tools
1016,28,1,2042,0,16,2017-06-29,Drilling and Demolition Tools,1781,225,35,52,89,5,248,56,6,50,4,5,3,6,3,6,1537,40,29,168,50,Power Tools
1017,36,1,1297,1,16,2017-06-29,Measuring Tools,1299,242,42,97,37,30,112,31,16,19,3,2,6,1,5,6,1066,33,132,265,43,Power Tools
1018,44,1,8035,0,16,2017-06-29,Cordless Power Tools,1596,171,25,82,39,26,193,21,160,27,0,2,8,5,2,21,1480,27,73,227,30,Power Tools
1019,46,1,3304,1,16,2017-06-29,Fastening Systems,1408,167,39,91,53,16,52,34,38,11,5,5,3,4,9,14,1788,44,32,249,49,Power Tools
1020,4,1,7902,1,16,2017-06-30,Diamond Tools,1386,115,28,89,66,12,75,74,170,7,4,6,3,5,4,24,1481,36,204,157,26,Power Tools
1021,33,1,9325,1,16,2017-06-30,Drilling and Demolition Tools,566,199,35,68,75,20,81,6,53,11,4,1,10,2,9,3,1718,19,92,219,42,Power Tools
1022,29,1,7553,1,16,2017-06-30,Measuring Tools,564,125,42,46,33,24,110,11,160,35,3,2,5,6,7,0,1327,34,166,254,30,Power Tools
1023,34,1,8400,1,16,2017-06-30,Cordless Power Tools,1120,189,50,51,50,12,107,75,10,40,0,7,10,10,4,11,1916,12,189,169,4,Power Tools
1024,14,1,4936,1,16,2017-06-30,Fastening Systems,1836,127,45,96,50,1,138,44,101,51,4,5,7,10,6,21,1630,45,249,225,13,Power Tools
1025,19,1,6340,0,16,2017-07-01,Diamond Tools,1900,100,56,88,48,10,164,35,55,29,1,6,4,1,6,8,1744,30,163,264,17,Power Tools
1026,44,1,1124,0,16,2017-07-01,Drilling and Demolition Tools,1924,121,39,51,45,2,59,81,13,50,5,1,8,9,0,14,1163,31,100,161,2,Power Tools
1027,11,1,5465,1,16,2017-07-01,Measuring Tools,573,168,51,40,40,1,15,67,117,19,4,9,2,0,8,10,1363,13,57,242,16,Power Tools
1028,29,1,9714,1,16,2017-07-01,Cordless Power Tools,1706,18,55,58,92,6,125,89,29,31,1,1,0,3,0,14,1099,7,169,195,27,Power Tools
1029,2,1,5278,0,16,2017-07-01,Fastening Systems,779,128,45,53,73,8,134,8,52,57,2,1,5,3,5,17,1616,11,247,221,7,Power Tools
1030,21,1,1261,0,16,2017-07-02,Diamond Tools,1997,211,24,88,81,1,225,34,13,45,1,10,7,5,1,16,1759,16,159,248,30,Power Tools
1031,31,1,4730,1,16,2017-07-02,Drilling and Demolition Tools,1142,36,60,75,97,0,46,26,89,39,5,4,3,0,8,18,1441,1,224,165,43,Power Tools
1032,43,1,5674,0,16,2017-07-02,Measuring Tools,1824,234,40,87,69,0,213,85,53,25,0,10,5,5,6,15,1199,27,23,224,6,Power Tools
1033,12,1,4280,1,16,2017-07-02,Cordless Power Tools,1041,208,26,42,44,25,38,58,156,26,5,5,8,5,9,0,1034,25,222,258,39,Power Tools
1034,20,1,9959,1,16,2017-07-02,Fastening Systems,722,136,49,63,51,23,128,65,7,51,5,2,1,6,2,2,1948,37,185,159,39,Power Tools
1035,37,1,5303,0,16,2017-07-03,Diamond Tools,1232,142,56,73,80,0,125,40,84,30,0,1,3,10,5,10,1240,18,216,245,12,Power Tools
1036,10,1,4376,1,16,2017-07-03,Drilling and Demolition Tools,1528,195,31,80,88,26,45,15,162,46,3,7,6,10,2,3,1317,48,112,235,7,Power Tools
1037,21,1,1057,0,16,2017-07-03,Measuring Tools,1160,220,31,41,56,6,42,23,13,5,5,5,10,4,10,14,1046,39,161,223,4,Power Tools
1038,16,1,8258,0,16,2017-07-03,Cordless Power Tools,586,18,29,67,43,1,210,22,170,37,2,5,1,3,9,3,1567,22,186,240,26,Power Tools
1039,34,1,7001,0,16,2017-07-03,Fastening Systems,1481,0,40,54,47,23,8,63,129,20,3,3,3,8,7,21,1746,22,171,156,1,Power Tools
1040,10,1,3533,0,16,2017-07-04,Diamond Tools,828,205,24,45,93,21,208,3,173,53,5,8,7,6,2,23,1329,2,142,211,6,Power Tools
1041,37,1,4779,1,16,2017-07-04,Drilling and Demolition Tools,1330,221,21,74,86,4,96,29,154,3,0,4,1,8,6,8,1711,11,41,150,6,Power Tools
1042,7,1,4258,0,16,2017-07-04,Measuring Tools,768,214,56,48,94,24,36,28,144,19,2,0,2,9,10,18,1811,16,187,249,49,Power Tools
1043,24,1,8803,0,16,2017-07-04,Cordless Power Tools,811,225,33,89,80,28,64,26,180,10,5,8,1,7,0,21,1253,43,193,159,46,Power Tools
1044,14,1,4365,1,16,2017-07-04,Fastening Systems,1176,79,55,69,38,16,129,1,180,30,1,1,8,2,6,12,1218,37,199,168,21,Power Tools
1045,2,1,5989,0,16,2017-07-05,Diamond Tools,522,227,56,42,39,0,161,73,135,29,2,3,5,0,7,3,1196,38,151,269,49,Power Tools
1046,16,1,9592,0,16,2017-07-05,Drilling and Demolition Tools,958,15,25,48,44,21,228,75,37,12,3,9,0,1,10,10,1269,20,222,218,4,Power Tools
1047,1,1,4894,0,16,2017-07-05,Measuring Tools,873,127,29,87,55,24,71,4,86,56,1,7,3,2,3,13,1874,7,197,202,6,Power Tools
1048,47,1,5748,0,16,2017-07-05,Cordless Power Tools,845,248,51,40,95,17,147,34,36,34,0,2,2,7,6,19,1216,35,183,241,28,Power Tools
1049,44,1,2591,1,16,2017-07-05,Fastening Systems,1949,167,23,60,33,14,192,5,102,52,3,7,2,5,5,22,1323,39,74,206,20,Power Tools
1050,27,1,7207,1,16,2017-07-06,Diamond Tools,1061,1,31,90,52,7,187,19,123,53,3,1,0,10,2,15,1227,45,87,228,43,Power Tools
1051,45,1,2214,0,16,2017-07-06,Drilling and Demolition Tools,1414,138,26,67,46,17,166,63,95,2,0,1,2,10,10,1,1971,44,173,189,3,Power Tools
1052,4,1,8032,0,16,2017-07-06,Measuring Tools,1552,177,54,99,66,3,205,47,147,57,2,5,3,4,4,18,1629,9,11,214,38,Power Tools
1053,45,1,9911,1,16,2017-07-06,Cordless Power Tools,1493,218,52,83,51,25,68,78,90,6,2,3,8,6,3,19,1658,33,171,178,13,Power Tools
1054,44,1,4668,0,16,2017-07-06,Fastening Systems,1306,238,48,45,44,29,105,82,91,30,5,8,2,8,1,21,1346,16,244,174,3,Power Tools
1055,11,1,5642,1,16,2017-07-07,Diamond Tools,1714,68,25,56,70,29,58,36,32,9,3,3,10,7,2,2,1818,32,37,214,31,Power Tools
1056,41,1,6334,1,16,2017-07-07,Drilling and Demolition Tools,770,204,60,87,99,18,92,48,45,41,1,4,1,10,4,21,1633,24,211,254,31,Power Tools
1057,22,1,6887,1,16,2017-07-07,Measuring Tools,1345,78,60,55,31,11,130,13,132,10,3,8,2,3,1,20,1420,30,183,246,33,Power Tools
1058,51,1,5465,0,16,2017-07-07,Cordless Power Tools,548,234,23,49,95,17,179,30,164,26,2,2,9,2,0,18,1215,24,126,254,18,Power Tools
1059,52,1,9837,1,16,2017-07-07,Fastening Systems,1059,154,44,69,46,22,35,82,107,30,4,9,3,10,5,1,1546,24,226,210,44,Power Tools
1060,32,1,1805,1,16,2017-07-08,Diamond Tools,1953,139,42,79,37,17,18,47,107,0,2,5,2,6,3,18,1266,43,115,259,50,Power Tools
1061,30,1,3938,1,16,2017-07-08,Drilling and Demolition Tools,1046,223,49,64,66,18,94,41,126,7,2,9,2,3,0,2,1481,41,148,185,48,Power Tools
1062,41,1,4793,1,16,2017-07-08,Measuring Tools,1101,164,50,68,36,2,113,38,120,11,2,8,0,1,1,22,1821,4,135,206,49,Power Tools
1063,12,1,3976,0,16,2017-07-08,Cordless Power Tools,1900,164,50,65,47,12,72,56,147,4,5,5,6,7,7,22,1766,16,240,269,44,Power Tools
1064,52,1,8407,0,16,2017-07-08,Fastening Systems,1551,21,29,73,97,8,182,42,171,24,4,3,4,2,8,17,1443,1,34,151,13,Power Tools
1065,5,1,5563,1,16,2017-07-09,Diamond Tools,1095,143,58,48,84,18,12,39,121,8,3,4,5,9,3,19,1018,0,118,230,43,Power Tools
1066,13,1,5575,1,16,2017-07-09,Drilling and Demolition Tools,1815,205,20,60,47,23,67,28,19,6,4,6,2,9,6,5,1509,21,152,208,8,Power Tools
1067,15,1,1862,1,16,2017-07-09,Measuring Tools,1723,39,37,76,92,11,107,14,130,32,1,6,0,5,1,4,1933,31,135,269,1,Power Tools
1068,39,1,5518,1,16,2017-07-09,Cordless Power Tools,529,37,51,80,78,18,9,76,91,17,2,0,2,5,10,17,1467,6,96,236,8,Power Tools
1069,9,1,5730,1,16,2017-07-09,Fastening Systems,1986,152,34,49,66,0,89,90,17,19,4,10,3,2,10,14,1018,17,9,171,12,Power Tools
